
array[ 1000 ][ 10 ] = {
 { 32, 75, 51, 68, 42, 49, 38, 17, 88, 71 },
 { 73, 21, 10, 76, 17, 35, 26, 83, 79, 89 },
 { 51, 77, 67, 10, 24, 42, 39, 31, 30, 53 },
 { 57, 14, 74, 90, 53, 12, 59, 94, 36, 84 },
 { 15, 36, 23, 74, 39, 57, 48, 18, 46, 51 },
 { 47, 65, 52, 61, 60, 43, 44, 42, 50, 89 },
 { 99, 24, 41, 15, 78, 53, 66, 89, 14, 92 },
 { 12, 79, 67, 42, 88, 16, 87, 19, 50, 52 },
 { 61, 63, 64, 94, 60, 96, 90, 10, 48, 51 },
 { 76, 79, 56, 16, 84, 55, 73, 74, 22, 65 },
 { 38, 91, 33, 70, 41, 73, 28, 62, 75, 24 },
 { 90, 49, 70, 50, 46, 22, 12, 84, 64, 78 },
 { 25, 20, 85, 62, 66, 58, 36, 78, 75, 64 },
 { 31, 60, 87, 24, 13, 22, 95, 66, 28, 42 },
 { 39, 29, 64, 80, 65, 77, 82, 49, 93, 23 },
 { 27, 13, 98, 79, 31, 18, 67, 61, 83, 44 },
 { 96, 70, 59, 99, 82, 54, 65, 31, 34, 61 },
 { 53, 24, 93, 71, 91, 75, 20, 46, 88, 89 },
 { 49, 48, 68, 33, 56, 35, 46, 92, 19, 81 },
 { 88, 79, 92, 87, 24, 98, 15, 45, 32, 64 },
 { 58, 37, 40, 51, 98, 31, 79, 71, 67, 29 },
 { 60, 69, 68, 29, 54, 76, 16, 90, 25, 33 },
 { 56, 57, 77, 96, 71, 75, 63, 68, 59, 79 },
 { 27, 87, 20, 68, 47, 93, 99, 70, 23, 29 },
 { 31, 44, 87, 12, 88, 63, 18, 40, 84, 86 },
 { 26, 92, 43, 93, 88, 14, 69, 51, 72, 80 },
 { 31, 51, 67, 93, 20, 86, 71, 37, 99, 90 },
 { 20, 43, 77, 22, 83, 93, 24, 39, 31, 40 },
 { 31, 64, 85, 20, 68, 16, 23, 92, 87, 96 },
 { 44, 16, 89, 73, 76, 77, 63, 37, 68, 71 },
 { 97, 48, 16, 52, 83, 30, 81, 14, 22, 13 },
 { 68, 98, 75, 88, 14, 80, 53, 47, 76, 60 },
 { 36, 44, 33, 64, 22, 86, 54, 42, 77, 39 },
 { 60, 83, 44, 43, 14, 25, 99, 78, 80, 67 },
 { 38, 55, 95, 44, 87, 48, 43, 26, 98, 31 },
 { 60, 32, 48, 72, 70, 92, 66, 82, 69, 96 },
 { 42, 52, 92, 37, 18, 17, 36, 87, 88, 55 },
 { 25, 95, 62, 20, 91, 50, 59, 34, 28, 57 },
 { 56, 78, 41, 94, 51, 12, 86, 17, 46, 65 },
 { 41, 59, 19, 68, 27, 57, 17, 67, 64, 84 },
 { 62, 27, 95, 54, 29, 16, 78, 47, 25, 86 },
 { 25, 57, 42, 28, 21, 88, 87, 53, 50, 47 },
 { 25, 19, 67, 42, 28, 36, 61, 82, 20, 75 },
 { 61, 67, 29, 80, 73, 60, 27, 89, 98, 95 },
 { 98, 41, 23, 71, 21, 11, 28, 99, 17, 69 },
 { 98, 32, 40, 27, 26, 20, 15, 39, 54, 25 },
 { 14, 16, 83, 86, 48, 18, 98, 28, 59, 96 },
 { 75, 57, 89, 88, 28, 63, 52, 99, 62, 21 },
 { 30, 22, 95, 91, 73, 84, 96, 12, 38, 68 },
 { 96, 18, 16, 97, 27, 14, 25, 76, 63, 90 },
 { 86, 14, 40, 66, 67, 44, 65, 81, 55, 47 },
 { 93, 12, 59, 46, 75, 43, 42, 39, 34, 68 },
 { 60, 82, 76, 66, 79, 55, 71, 94, 32, 86 },
 { 46, 70, 90, 39, 36, 58, 73, 54, 81, 91 },
 { 85, 83, 13, 31, 21, 98, 26, 12, 84, 62 },
 { 67, 22, 29, 46, 68, 52, 93, 90, 38, 91 },
 { 22, 80, 30, 48, 38, 94, 92, 37, 46, 15 },
 { 20, 11, 36, 83, 99, 14, 86, 46, 88, 10 },
 { 13, 63, 81, 49, 31, 33, 94, 73, 23, 86 },
 { 85, 94, 68, 33, 84, 62, 78, 14, 51, 76 },
 { 19, 24, 77, 98, 97, 38, 12, 45, 74, 53 },
 { 46, 39, 16, 27, 41, 89, 13, 35, 62, 26 },
 { 73, 47, 72, 42, 32, 57, 56, 62, 61, 98 },
 { 90, 33, 22, 29, 31, 71, 58, 85, 17, 84 },
 { 38, 15, 76, 96, 84, 17, 85, 49, 94, 47 },
 { 66, 68, 46, 38, 10, 31, 47, 56, 83, 99 },
 { 16, 74, 32, 80, 93, 15, 52, 13, 90, 21 },
 { 50, 29, 26, 77, 62, 85, 25, 12, 79, 24 },
 { 30, 47, 61, 20, 99, 82, 58, 18, 65, 57 },
 { 76, 91, 41, 57, 47, 46, 99, 50, 36, 20 },
 { 52, 17, 88, 68, 47, 12, 15, 62, 14, 85 },
 { 76, 34, 84, 89, 97, 46, 71, 55, 54, 64 },
 { 82, 42, 95, 39, 79, 93, 38, 30, 81, 10 },
 { 72, 51, 88, 93, 91, 60, 12, 57, 45, 78 },
 { 44, 82, 68, 41, 28, 91, 86, 34, 80, 12 },
 { 16, 75, 59, 46, 54, 52, 36, 74, 85, 37 },
 { 99, 36, 77, 54, 24, 68, 14, 26, 12, 57 },
 { 60, 84, 77, 91, 64, 68, 39, 50, 11, 41 },
 { 18, 76, 90, 16, 30, 94, 43, 57, 79, 32 },
 { 18, 16, 99, 62, 82, 68, 28, 61, 46, 30 },
 { 18, 58, 66, 47, 49, 82, 15, 40, 32, 68 },
 { 71, 93, 44, 23, 99, 27, 17, 94, 36, 48 },
 { 26, 44, 54, 58, 89, 46, 38, 50, 82, 21 },
 { 20, 40, 77, 57, 41, 22, 24, 33, 96, 83 },
 { 56, 89, 79, 69, 96, 38, 83, 32, 62, 28 },
 { 45, 78, 38, 34, 76, 67, 36, 20, 46, 50 },
 { 17, 55, 43, 29, 69, 28, 26, 14, 74, 15 },
 { 84, 95, 56, 42, 85, 92, 27, 23, 54, 45 },
 { 58, 84, 36, 44, 60, 93, 70, 33, 68, 72 },
 { 40, 75, 67, 22, 97, 85, 38, 11, 21, 95 },
 { 85, 16, 14, 80, 91, 96, 97, 66, 50, 42 },
 { 77, 34, 68, 21, 46, 23, 44, 16, 12, 78 },
 { 39, 78, 97, 51, 75, 82, 41, 38, 93, 88 },
 { 24, 61, 92, 56, 14, 50, 53, 70, 52, 47 },
 { 47, 76, 68, 21, 74, 81, 55, 80, 57, 20 },
 { 71, 87, 17, 22, 24, 51, 15, 53, 44, 55 },
 { 29, 95, 48, 75, 61, 50, 28, 32, 93, 27 },
 { 31, 69, 85, 42, 96, 29, 49, 76, 99, 59 },
 { 49, 70, 46, 56, 44, 23, 98, 11, 66, 94 },
 { 56, 47, 52, 94, 22, 13, 97, 92, 35, 90 },
 { 19, 21, 95, 13, 17, 76, 53, 84, 75, 64 },
 { 85, 97, 62, 41, 93, 75, 91, 94, 86, 50 },
 { 40, 90, 97, 52, 93, 94, 96, 81, 84, 16 },
 { 90, 95, 63, 55, 13, 39, 60, 49, 66, 24 },
 { 34, 25, 77, 27, 18, 52, 71, 64, 46, 19 },
 { 14, 76, 99, 63, 81, 92, 57, 77, 73, 93 },
 { 45, 25, 51, 98, 33, 54, 89, 83, 55, 17 },
 { 60, 41, 32, 37, 20, 92, 81, 56, 39, 90 },
 { 61, 68, 51, 24, 49, 44, 34, 78, 69, 27 },
 { 24, 47, 68, 74, 70, 26, 53, 81, 33, 13 },
 { 74, 18, 92, 85, 10, 86, 28, 57, 25, 19 },
 { 70, 45, 22, 46, 84, 56, 25, 78, 50, 91 },
 { 25, 70, 65, 85, 97, 43, 90, 40, 29, 56 },
 { 15, 37, 10, 90, 86, 70, 46, 64, 41, 68 },
 { 99, 54, 15, 46, 10, 37, 61, 40, 77, 52 },
 { 55, 10, 69, 92, 97, 13, 45, 37, 32, 91 },
 { 94, 21, 53, 84, 10, 92, 55, 47, 56, 48 },
 { 15, 55, 92, 72, 53, 93, 10, 14, 33, 39 },
 { 18, 41, 39, 78, 33, 88, 43, 68, 27, 21 },
 { 72, 38, 27, 19, 26, 37, 65, 64, 95, 57 },
 { 67, 26, 12, 29, 82, 87, 59, 53, 28, 50 },
 { 83, 14, 39, 26, 34, 69, 95, 98, 93, 85 },
 { 25, 12, 75, 34, 80, 65, 51, 45, 60, 23 },
 { 54, 79, 91, 18, 99, 36, 95, 58, 76, 98 },
 { 24, 80, 89, 92, 14, 20, 87, 64, 34, 79 },
 { 16, 99, 65, 49, 64, 46, 76, 82, 90, 56 },
 { 35, 98, 55, 61, 65, 92, 31, 25, 16, 11 },
 { 67, 98, 68, 77, 47, 32, 81, 71, 64, 50 },
 { 71, 29, 89, 87, 36, 35, 64, 18, 77, 20 },
 { 43, 37, 27, 57, 82, 11, 14, 59, 70, 67 },
 { 26, 68, 35, 94, 20, 37, 39, 74, 77, 62 },
 { 93, 28, 12, 81, 15, 66, 89, 82, 38, 85 },
 { 19, 55, 94, 92, 89, 57, 58, 48, 27, 25 },
 { 65, 48, 13, 59, 16, 23, 86, 97, 49, 26 },
 { 60, 94, 44, 62, 76, 12, 80, 27, 84, 18 },
 { 64, 56, 25, 58, 48, 14, 68, 52, 85, 73 },
 { 69, 33, 76, 80, 91, 51, 29, 89, 90, 45 },
 { 11, 47, 41, 63, 23, 43, 95, 40, 80, 13 },
 { 57, 36, 80, 15, 84, 35, 88, 21, 19, 58 },
 { 44, 86, 38, 36, 89, 19, 77, 42, 54, 78 },
 { 79, 48, 93, 54, 43, 88, 46, 23, 53, 49 },
 { 33, 61, 37, 17, 86, 21, 57, 97, 31, 15 },
 { 94, 69, 96, 82, 20, 15, 59, 14, 22, 37 },
 { 83, 22, 30, 37, 55, 70, 36, 69, 23, 29 },
 { 70, 46, 80, 60, 53, 67, 71, 10, 26, 54 },
 { 68, 20, 75, 26, 54, 48, 31, 13, 52, 95 },
 { 92, 36, 17, 22, 25, 63, 44, 51, 84, 57 },
 { 33, 16, 93, 13, 66, 98, 32, 38, 61, 49 },
 { 44, 29, 21, 72, 97, 66, 20, 28, 31, 62 },
 { 24, 50, 31, 88, 28, 46, 33, 30, 80, 54 },
 { 37, 74, 20, 93, 34, 94, 83, 85, 43, 80 },
 { 66, 17, 52, 63, 73, 24, 44, 56, 38, 20 },
 { 70, 41, 59, 21, 40, 44, 42, 60, 24, 49 },
 { 49, 50, 21, 43, 37, 15, 78, 22, 11, 58 },
 { 41, 70, 62, 56, 95, 38, 90, 51, 67, 10 },
 { 22, 60, 94, 33, 71, 34, 67, 65, 84, 43 },
 { 66, 34, 46, 77, 29, 73, 45, 97, 47, 98 },
 { 18, 40, 68, 32, 87, 63, 61, 77, 14, 80 },
 { 78, 40, 34, 11, 58, 30, 66, 94, 26, 33 },
 { 80, 24, 62, 99, 87, 59, 86, 57, 29, 27 },
 { 25, 51, 14, 78, 12, 43, 45, 82, 73, 23 },
 { 22, 97, 77, 75, 17, 59, 42, 12, 37, 27 },
 { 82, 51, 41, 44, 90, 91, 93, 77, 48, 74 },
 { 56, 26, 25, 22, 28, 55, 91, 62, 81, 67 },
 { 37, 78, 44, 12, 86, 55, 96, 50, 83, 75 },
 { 32, 34, 17, 28, 77, 60, 21, 54, 98, 85 },
 { 62, 76, 63, 74, 33, 43, 81, 95, 32, 41 },
 { 39, 87, 79, 47, 83, 29, 30, 59, 13, 16 },
 { 28, 32, 83, 78, 95, 89, 38, 43, 51, 67 },
 { 96, 25, 90, 39, 97, 66, 86, 21, 62, 19 },
 { 52, 91, 58, 83, 38, 41, 64, 20, 30, 27 },
 { 32, 52, 62, 99, 91, 42, 93, 58, 90, 71 },
 { 10, 81, 30, 28, 68, 41, 80, 39, 46, 34 },
 { 87, 81, 62, 80, 46, 35, 33, 66, 14, 17 },
 { 70, 66, 69, 18, 23, 64, 33, 54, 87, 36 },
 { 17, 51, 56, 10, 32, 85, 98, 18, 72, 80 },
 { 32, 52, 78, 57, 37, 96, 61, 45, 66, 28 },
 { 15, 87, 88, 28, 51, 52, 58, 39, 36, 46 },
 { 98, 77, 92, 99, 61, 97, 69, 49, 39, 53 },
 { 17, 11, 81, 13, 63, 78, 31, 83, 19, 63 },
 { 60, 74, 14, 70, 65, 40, 16, 64, 69, 98 },
 { 25, 83, 75, 74, 14, 76, 96, 30, 73, 60 },
 { 63, 77, 23, 41, 98, 56, 76, 17, 39, 30 },
 { 51, 95, 52, 69, 87, 59, 33, 56, 57, 10 },
 { 91, 85, 74, 96, 61, 40, 54, 43, 14, 58 },
 { 81, 27, 89, 41, 35, 11, 13, 56, 83, 16 },
 { 51, 35, 75, 38, 84, 60, 47, 94, 22, 79 },
 { 49, 86, 40, 79, 41, 36, 83, 45, 84, 26 },
 { 25, 36, 20, 12, 53, 73, 15, 10, 56, 74 },
 { 13, 43, 11, 42, 80, 24, 41, 74, 36, 31 },
 { 53, 75, 18, 45, 17, 11, 71, 52, 98, 56 },
 { 31, 75, 82, 41, 78, 87, 66, 45, 74, 19 },
 { 91, 17, 21, 85, 87, 35, 78, 23, 99, 66 },
 { 89, 69, 64, 58, 32, 35, 10, 31, 43, 96 },
 { 77, 24, 36, 65, 80, 72, 14, 54, 81, 57 },
 { 24, 54, 42, 63, 41, 72, 77, 55, 95, 96 },
 { 93, 59, 54, 26, 47, 16, 99, 42, 38, 57 },
 { 20, 14, 84, 37, 47, 56, 93, 91, 89, 51 },
 { 67, 44, 83, 31, 75, 18, 98, 30, 80, 55 },
 { 78, 35, 15, 32, 13, 14, 39, 12, 46, 29 },
 { 60, 18, 33, 44, 97, 32, 90, 91, 24, 41 },
 { 42, 43, 75, 77, 64, 51, 85, 24, 33, 27 },
 { 32, 64, 53, 89, 86, 56, 93, 77, 21, 39 },
 { 58, 71, 10, 44, 67, 97, 66, 19, 88, 42 },
 { 50, 82, 76, 26, 60, 92, 29, 97, 69, 14 },
 { 25, 91, 68, 30, 80, 17, 38, 73, 46, 49 },
 { 64, 95, 72, 26, 39, 24, 48, 38, 51, 99 },
 { 66, 67, 59, 58, 48, 18, 27, 14, 33, 70 },
 { 35, 15, 50, 42, 44, 75, 78, 45, 92, 18 },
 { 18, 64, 99, 84, 22, 48, 11, 12, 89, 10 },
 { 68, 18, 21, 78, 29, 58, 22, 15, 28, 47 },
 { 20, 31, 41, 54, 96, 72, 90, 50, 97, 60 },
 { 21, 62, 59, 95, 36, 96, 38, 10, 58, 70 },
